playDirection,dis,o,dir,quarter,down,yardsToGo,yardlineNumber,preSnapHomeScore,preSnapVisitorScore,passLength,absoluteYardlineNumber,defendersInTheBox,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,assist,forcedFumble,Class
0,0.0,53.99,190.77,4,1,10,48,14,27,0.0,62,5.0,0.15306183,0.84693817,0,0,1
0,0.0,95.54,182.22,3,3,5,47,13,0,10.0,63,6.0,0.865867995,0.134132005,0,0,1
0,0.0,133.43,105.82,3,3,22,15,16,10,-5.0,95,4.0,0.863945801,0.136054199,0,0,0
0,0.0,226.82,14.75,3,2,5,34,14,10,6.0,76,8.0,0.656062309,0.343937691,0,0,0
0,0.0,234.34,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.0,234.34,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.0,234.34,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.0,234.98,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.0,234.98,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.0,234.98,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.0,234.98,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.0,234.98,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.01,0.29,183.87,4,2,12,27,13,7,3.0,37,5.0,0.864907116,0.135092884,0,0,1
0,0.01,10.18,126.94,2,3,18,13,7,10,4.0,97,4.0,0.379877303,0.620122697,0,0,0
0,0.01,13.95,277.66,4,1,10,26,24,9,5.0,84,6.0,0.985757063,0.014242937,0,0,1
0,0.01,14.6,322.01,4,1,10,26,24,9,5.0,84,6.0,0.985757063,0.014242937,0,0,1
0,0.01,25.44,283.63,1,1,10,31,0,0,15.0,79,8.0,0.740780108,0.259219892,0,0,1
0,0.01,27.14,122.48,4,2,1,45,13,0,-1.0,55,6.0,0.855688099,0.144311901,0,0,1
0,0.01,57.34,39.77,4,2,18,15,17,21,-1.0,95,6.0,0.272059113,0.727940887,0,0,1
0,0.01,68.01,271.73,1,2,6,42,0,3,-2.0,68,7.0,0.584182248,0.415817752,0,0,1
0,0.01,75.41,354.16,4,1,10,48,14,27,0.0,62,5.0,0.15306183,0.84693817,0,0,1
0,0.01,80.52,26.17,1,3,3,20,0,0,10.0,30,7.0,0.348140962,0.651859038,0,0,0
0,0.01,80.56,13.51,4,1,10,48,14,27,0.0,62,5.0,0.15306183,0.84693817,0,0,1
0,0.01,129.88,174.94,3,3,2,41,17,38,-4.0,51,5.0,0.031931723,0.968068277,0,0,1
0,0.01,131.84,181.29,3,3,2,41,17,38,-4.0,51,5.0,0.031931723,0.968068277,0,0,1
0,0.01,134.16,101.47,2,2,10,36,10,0,-5.0,46,6.0,0.840121344,0.159878656,0,0,1
0,0.01,134.81,76.32,4,2,5,40,17,20,2.0,70,7.0,0.160055477,0.839944523,0,0,1
0,0.01,142.87,66.63,2,2,10,36,10,0,-5.0,46,6.0,0.840121344,0.159878656,0,0,1
0,0.01,158.82,299.82,1,2,12,23,14,0,-1.0,87,6.0,0.919735976,0.080264024,0,0,1
0,0.01,164.42,251.68,3,3,10,25,20,3,-3.0,85,6.0,0.923681721,0.076318279,0,0,1
0,0.01,171.25,209.29,4,1,10,28,9,13,-3.0,82,7.0,0.23251868,0.76748132,0,0,0
0,0.01,190.74,63.42,4,4,5,48,10,16,6.0,62,5.0,0.152917147,0.847082853,0,0,1
0,0.01,204.41,34.58,3,1,10,39,28,7,-8.0,71,6.0,0.934718465,0.065281535,0,0,0
0,0.01,210.19,313.92,1,1,10,41,0,0,5.0,51,7.0,0.368615698,0.631384302,0,0,1
0,0.01,221.52,129.54,4,1,10,35,34,26,11.0,75,6.0,0.961172814,0.038827186,0,0,1
0,0.01,239.82,43.9,2,2,4,24,10,0,-2.0,86,7.0,0.800309386,0.199690614,0,0,0
0,0.01,242.04,217.6,3,2,9,40,28,17,0.0,70,5.0,0.90156159,0.09843841,0,0,0
0,0.01,279.92,40.04,1,1,10,26,0,0,-4.0,84,6.0,0.676199753,0.323800247,0,0,0
0,0.01,280.42,149.75,4,1,10,39,24,13,-4.0,71,6.0,0.925674938,0.074325062,0,0,0
0,0.01,283.57,339.07,2,2,10,7,3,10,-3.0,103,8.0,0.195700446,0.804299554,0,0,0
0,0.01,286.51,284.89,2,2,10,7,3,10,-3.0,103,8.0,0.195700446,0.804299554,0,0,0
0,0.01,325.85,153.95,4,2,8,38,29,21,15.0,72,8.0,0.950888813,0.049111187,0,0,1
0,0.01,350.07,346.98,3,3,10,31,17,13,15.0,79,4.0,0.58360447,0.41639553,0,0,1
0,0.01,351.45,39.33,3,3,10,31,17,13,15.0,79,4.0,0.58360447,0.41639553,0,0,1
0,0.01,352.43,55.51,3,3,10,31,17,13,15.0,79,4.0,0.58360447,0.41639553,0,0,1
0,0.02,0.11,51.95,2,1,10,25,14,14,5.0,85,7.0,0.412093211,0.587906789,0,0,1
0,0.02,13.93,100.71,2,2,9,26,0,14,3.0,84,7.0,0.096762998,0.903237002,0,0,1
0,0.02,79.31,226.88,4,3,10,41,19,17,-3.0,51,5.0,0.494547214,0.505452786,0,0,1
0,0.02,80.52,343.84,1,3,3,20,0,0,10.0,30,7.0,0.348140962,0.651859038,0,0,0
0,0.02,81.2,37.64,1,3,3,20,0,0,10.0,30,7.0,0.348140962,0.651859038,0,0,0
0,0.02,130.72,189.07,4,2,5,40,17,20,2.0,70,7.0,0.160055477,0.839944523,0,0,1
0,0.02,135.16,255.97,3,3,22,15,16,10,-5.0,95,4.0,0.863945801,0.136054199,0,0,0
0,0.02,140.4,144.82,3,3,10,25,20,3,-3.0,85,6.0,0.923681721,0.076318279,0,0,1
0,0.02,154.24,181.03,2,2,6,43,3,3,7.0,67,6.0,0.403958369,0.596041631,0,0,1
0,0.02,155.06,252.49,2,2,6,43,3,3,7.0,67,6.0,0.403958369,0.596041631,0,0,1
0,0.02,157.28,170.13,3,3,10,25,20,3,-3.0,85,6.0,0.923681721,0.076318279,0,0,1
0,0.02,160.83,300.95,3,3,10,25,20,3,-3.0,85,6.0,0.923681721,0.076318279,0,0,1
0,0.02,185.46,203.72,4,1,10,20,10,24,4.0,30,6.0,0.01233503,0.98766497,0,0,1
0,0.02,190.74,49.28,4,4,5,48,10,16,6.0,62,5.0,0.152917147,0.847082853,0,0,1
0,0.02,200.74,35.23,3,1,10,39,28,7,-8.0,71,6.0,0.934718465,0.065281535,0,0,0
0,0.02,203.72,115.19,3,1,10,15,13,13,-3.0,95,7.0,0.455143157,0.544856843,0,0,1
0,0.02,205.39,33.38,3,1,10,39,28,7,-8.0,71,6.0,0.934718465,0.065281535,0,0,0
0,0.02,208.49,268.87,2,2,8,8,13,14,6.0,102,6.0,0.516877189,0.483122811,0,0,0
0,0.02,210.21,280.02,2,2,8,8,13,14,6.0,102,6.0,0.516877189,0.483122811,0,0,0
0,0.02,211.96,155.86,3,1,10,39,28,7,-8.0,71,6.0,0.934718465,0.065281535,0,0,0
0,0.02,231.69,303.93,3,1,10,15,13,13,-3.0,95,7.0,0.455143157,0.544856843,0,0,1
0,0.02,234.34,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.02,234.34,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.02,234.34,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.02,234.34,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.02,234.98,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.02,234.98,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.02,234.98,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.02,234.98,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.02,234.98,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.02,234.98,288.99,2,1,10,29,14,3,4.0,81,5.0,0.694649197,0.305350803,0,0,1
0,0.02,246.41,270.14,3,1,10,25,9,20,5.0,85,6.0,0.112351039,0.887648961,0,0,1
0,0.02,246.54,277.01,3,2,9,40,28,17,0.0,70,5.0,0.90156159,0.09843841,0,0,0
0,0.02,249.21,261.87,3,1,10,25,9,20,5.0,85,6.0,0.112351039,0.887648961,0,0,1
0,0.02,251.39,25.14,2,2,8,50,14,7,5.0,60,6.0,0.890743155,0.109256845,0,0,1
0,0.02,253.75,293.75,2,2,8,50,14,7,5.0,60,6.0,0.890743155,0.109256845,0,0,1
0,0.02,265.89,233.01,4,2,6,19,28,10,4.0,29,6.0,0.995049406,0.004950594,0,0,0
0,0.02,268.76,141.65,4,3,10,22,10,20,2.0,88,6.0,0.110605281,0.889394719,0,0,0
0,0.02,269.31,120.4,4,3,10,22,10,20,2.0,88,6.0,0.110605281,0.889394719,0,0,0
0,0.02,270.12,148.41,4,3,10,22,10,20,2.0,88,6.0,0.110605281,0.889394719,0,0,0
0,0.02,272.42,296.88,3,2,6,35,14,26,-2.0,45,6.0,0.101647023,0.898352977,0,0,1
0,0.02,272.7,88.93,4,2,10,43,20,7,-4.0,67,7.0,0.926492998,0.073507002,0,0,0
0,0.02,272.8,104.64,1,3,7,28,0,0,0.0,82,5.0,0.6112822,0.3887178,0,0,0
0,0.02,274.8,205.71,1,3,7,28,0,0,0.0,82,5.0,0.6112822,0.3887178,0,0,0
0,0.02,279.92,80.96,1,1,10,26,0,0,-4.0,84,6.0,0.676199753,0.323800247,0,0,0
0,0.02,280.77,355.45,1,1,10,26,0,0,-4.0,84,6.0,0.676199753,0.323800247,0,0,0
0,0.02,281.64,12.95,4,2,10,43,20,7,-4.0,67,7.0,0.926492998,0.073507002,0,0,0
0,0.02,283.57,359.51,2,2,10,7,3,10,-3.0,103,8.0,0.195700446,0.804299554,0,0,0
0,0.02,291.16,276.63,1,1,10,11,0,0,11.0,99,7.0,0.558668166,0.441331834,0,0,0
0,0.02,293.35,327.63,1,1,10,11,0,0,11.0,99,7.0,0.558668166,0.441331834,0,0,0
0,0.02,299.54,345.42,2,1,10,21,3,6,5.0,31,6.0,0.75498041,0.24501959,0,0,1
0,0.02,306.48,135.29,3,1,10,48,17,7,2.0,62,6.0,0.896208838,0.103791162,1,0,0
0,0.02,307.38,281.75,1,1,10,29,0,0,-5.0,39,7.0,0.599725649,0.400274351,0,0,1
0,0.02,307.86,233.05,3,1,10,48,17,7,2.0,62,6.0,0.896208838,0.103791162,1,0,0
0,0.02,309.77,336.45,4,3,10,41,19,17,-3.0,51,5.0,0.494547214,0.505452786,0,0,0
0,0.02,336.59,52.68,4,2,8,38,29,21,15.0,72,8.0,0.950888813,0.049111187,0,0,1
0,0.02,339.03,234.42,1,1,10,26,0,0,-3.0,84,6.0,0.838865032,0.161134968,0,0,1
0,0.02,356.39,49.11,3,3,10,31,17,13,15.0,79,4.0,0.58360447,0.41639553,0,0,1
0,0.03,2.86,328.73,1,2,6,29,0,0,-4.0,81,6.0,0.248339808,0.751660192,0,0,1
0,0.03,3.84,149.12,2,3,18,13,7,10,4.0,97,4.0,0.379877303,0.620122697,0,0,0
0,0.03,6.54,266.6,4,1,10,26,24,9,5.0,84,6.0,0.985757063,0.014242937,0,0,1
0,0.03,16.88,257.27,1,1,10,48,0,0,-6.0,58,6.0,0.835976198,0.164023802,0,0,0
0,0.03,24.36,161.8,4,1,10,8,16,7,7.0,102,6.0,0.873827737,0.126172263,1,0,0
0,0.03,30.34,116.82,3,3,13,37,17,3,-2.0,47,6.0,0.788781926,0.211218074,0,0,1
0,0.03,36.39,270.3,2,2,4,36,7,0,-1.0,46,7.0,0.802311065,0.197688935,0,0,1
0,0.03,41.37,187.74,4,1,10,48,14,27,0.0,62,5.0,0.15306183,0.84693817,0,0,1
0,0.03,49.1,255.74,1,2,6,42,0,3,-2.0,68,7.0,0.584182248,0.415817752,0,0,1
0,0.03,51.95,300.36,1,1,10,31,0,0,15.0,79,8.0,0.740780108,0.259219892,0,0,1
0,0.03,54.99,143.54,2,2,11,39,6,14,7.0,71,6.0,0.170098398,0.829901602,0,0,1
0,0.03,56.51,257.5,1,2,6,42,0,3,-2.0,68,7.0,0.584182248,0.415817752,0,0,1
0,0.03,75.67,323.12,1,3,3,20,0,0,10.0,30,7.0,0.348140962,0.651859038,0,0,0
0,0.03,79.8,42.16,1,3,3,20,0,0,10.0,30,7.0,0.348140962,0.651859038,0,0,0
0,0.03,80.72,225.58,4,3,10,41,19,17,-3.0,51,5.0,0.494547214,0.505452786,0,0,1
0,0.03,101.32,97.82,3,3,22,15,16,10,-5.0,95,4.0,0.863945801,0.136054199,0,0,0
0,0.03,101.32,102.89,3,3,22,15,16,10,-5.0,95,4.0,0.863945801,0.136054199,0,0,0
0,0.03,103.94,265.79,2,1,10,18,3,3,-6.0,92,6.0,0.565224107,0.434775893,0,0,1
0,0.03,119.64,259.82,4,3,6,11,14,27,-2.0,99,4.0,0.049236002,0.950763998,0,0,1
0,0.03,148.27,172.94,2,2,6,43,3,3,7.0,67,6.0,0.403958369,0.596041631,0,0,1
0,0.03,159.33,334.56,3,3,10,25,20,3,-3.0,85,6.0,0.923681721,0.076318279,0,0,1
0,0.03,159.78,76.6,1,2,12,23,14,0,-1.0,87,6.0,0.919735976,0.080264024,0,0,1
0,0.03,205.98,145.89,1,1,10,41,0,0,5.0,51,7.0,0.368615698,0.631384302,0,0,1
0,0.03,206.59,350.91,3,2,6,35,14,26,-2.0,45,6.0,0.101647023,0.898352977,0,0,0
0,0.03,207.4,251.17,4,1,10,20,10,24,4.0,30,6.0,0.01233503,0.98766497,0,0,1
0,0.03,209.88,31.13,3,1,10,39,28,7,-8.0,71,6.0,0.934718465,0.065281535,0,0,0
0,0.03,211.28,304.27,2,2,8,8,13,14,6.0,102,6.0,0.516877189,0.483122811,0,0,0
0,0.03,218.56,191.86,3,1,10,15,13,13,-3.0,95,7.0,0.455143157,0.544856843,0,0,1
0,0.03,225.96,80.65,4,2,4,17,35,17,-1.0,27,7.0,0.946324211,0.053675789,0,0,0
0,0.03,232.94,58.43,2,2,4,24,10,0,-2.0,86,7.0,0.800309386,0.199690614,0,0,0
0,0.03,251.8,20.96,1,1,10,44,0,3,-2.0,66,6.0,0.63147912,0.36852088,0,0,1
0,0.03,252.12,319.48,2,2,10,41,10,28,0.0,51,6.0,0.108244685,0.891755315,0,0,0
0,0.03,254.41,245.78,2,1,10,47,0,3,-1.0,57,6.0,0.538048856,0.461951144,0,0,0
0,0.03,257.13,272.26,2,3,12,36,7,3,-5.0,74,5.0,0.812393967,0.187606033,0,0,1
0,0.03,268.33,237.12,4,3,12,46,27,31,6.0,56,7.0,0.242157672,0.757842328,0,0,0
0,0.03,271.25,93.94,4,3,10,22,10,20,2.0,88,6.0,0.110605281,0.889394719,0,0,0
0,0.03,273.59,328.27,3,2,7,8,35,0,-1.0,18,7.0,0.997216172,0.002783828,0,0,1
0,0.03,281.01,104.06,1,1,10,26,0,0,-4.0,84,6.0,0.676199753,0.323800247,0,0,0
0,0.03,286.21,355.73,4,2,10,43,20,7,-4.0,67,7.0,0.926492998,0.073507002,0,0,0
0,0.03,286.46,20.64,2,2,10,7,3,10,-3.0,103,8.0,0.195700446,0.804299554,0,0,0
0,0.03,288.16,163.36,2,2,10,7,3,10,-3.0,103,8.0,0.195700446,0.804299554,0,0,0
0,0.03,289.26,348.24,4,2,10,43,20,7,-4.0,67,7.0,0.926492998,0.073507002,0,0,0
0,0.03,293.35,1.69,1,1,10,11,0,0,11.0,99,7.0,0.558668166,0.441331834,0,0,0
0,0.03,293.35,352.6,1,1,10,11,0,0,11.0,99,7.0,0.558668166,0.441331834,0,0,0
0,0.03,296.84,92.96,3,1,15,25,28,3,0.0,35,7.0,0.993615081,0.006384919,0,0,1
0,0.03,306.2,322.89,2,1,10,21,3,6,5.0,31,6.0,0.75498041,0.24501959,0,0,1
0,0.03,310.34,322.1,1,1,10,29,0,0,-5.0,39,7.0,0.599725649,0.400274351,0,0,1
0,0.03,313.07,23.77,4,1,10,22,17,21,4.0,88,5.0,0.217457138,0.782542862,0,0,1
0,0.03,323.88,52.65,4,1,10,22,17,21,4.0,88,5.0,0.217457138,0.782542862,0,0,1
0,0.03,337.19,177.87,2,3,2,33,3,24,11.0,77,6.0,0.090779617,0.909220383,0,0,1
0,0.03,340.17,115.56,2,3,2,33,3,24,11.0,77,6.0,0.090779617,0.909220383,0,0,1
0,0.03,340.24,334.58,3,3,3,34,16,10,0.0,76,7.0,0.840568418,0.159431582,0,0,1
0,0.03,345.2,302.4,1,2,10,30,7,0,5.0,80,7.0,0.889604471,0.110395529,0,0,1
0,0.03,345.84,326.97,1,1,10,47,0,0,-1.0,57,6.0,0.647528298,0.352471702,0,0,0
0,0.03,346.8,283.14,1,1,10,26,0,0,-3.0,84,6.0,0.838865032,0.161134968,0,0,1
0,0.03,353.95,26.81,3,3,10,31,17,13,15.0,79,4.0,0.58360447,0.41639553,0,0,1
0,0.03,359.6,200.94,4,2,12,27,13,7,3.0,37,5.0,0.864907116,0.135092884,0,0,1
0,0.04,1.36,59.53,2,1,10,25,14,14,5.0,85,7.0,0.412093211,0.587906789,0,0,1
0,0.04,5.5,280.64,1,2,6,29,0,0,-4.0,81,6.0,0.248339808,0.751660192,0,0,1
0,0.04,8.04,45.94,4,1,10,8,16,7,7.0,102,6.0,0.873827737,0.126172263,1,0,0
0,0.04,8.67,267.63,4,1,10,26,24,9,5.0,84,6.0,0.985757063,0.014242937,0,0,1
0,0.04,13.73,72.64,4,1,10,26,24,9,5.0,84,6.0,0.985757063,0.014242937,0,0,1
0,0.04,14.96,274.42,1,1,10,48,0,0,-6.0,58,6.0,0.835976198,0.164023802,0,0,0
0,0.04,16.01,279.46,1,1,10,31,0,0,15.0,79,8.0,0.740780108,0.259219892,0,0,1
0,0.04,27.14,174.09,4,2,1,45,13,0,-1.0,55,6.0,0.855688099,0.144311901,0,0,1
0,0.04,30.34,116.82,3,3,13,37,17,3,-2.0,47,6.0,0.788781926,0.211218074,0,0,1
0,0.04,30.34,116.82,3,3,13,37,17,3,-2.0,47,6.0,0.788781926,0.211218074,0,0,1
0,0.04,30.34,116.82,3,3,13,37,17,3,-2.0,47,6.0,0.788781926,0.211218074,0,0,1
0,0.04,45.27,71.92,2,1,10,13,6,0,7.0,97,7.0,0.797739694,0.202260306,0,0,1
0,0.04,45.69,244.7,1,2,6,42,0,3,-2.0,68,7.0,0.584182248,0.415817752,0,0,1
0,0.04,47.77,238.49,1,2,6,42,0,3,-2.0,68,7.0,0.584182248,0.415817752,0,0,1
0,0.04,68.16,16.32,1,3,5,34,0,0,38.0,76,6.0,0.429674584,0.570325416,0,0,0
0,0.04,70.05,31.88,1,2,6,42,0,3,-2.0,68,7.0,0.584182248,0.415817752,0,0,1
0,0.04,76.45,287.84,4,3,10,41,19,17,-3.0,51,5.0,0.494547214,0.505452786,0,0,1
0,0.04,79.03,94.01,2,3,8,41,7,3,-1.0,51,5.0,0.695973996,0.304026004,0,0,0
0,0.04,87.6,329.5,4,3,6,11,14,27,-2.0,99,4.0,0.049236002,0.950763998,0,0,1
0,0.04,96.57,328.44,1,2,10,47,7,3,-5.0,57,6.0,0.50817373,0.49182627,0,0,1
0,0.04,106.92,122.29,3,1,10,39,28,7,-8.0,71,6.0,0.934718465,0.065281535,0,0,1
0,0.04,115.4,243.79,3,1,15,27,10,14,6.0,37,6.0,0.257941518,0.742058482,0,0,1
0,0.04,124.01,211.37,4,2,5,40,17,20,2.0,70,7.0,0.160055477,0.839944523,0,0,1
0,0.04,124.23,120.0,5,1,10,25,23,23,5.0,85,5.0,0.487640047,0.512359953,0,0,1
0,0.04,131.19,46.74,2,3,10,25,10,7,-6.0,85,5.0,0.832804665,0.167195335,0,0,1
0,0.04,137.02,161.53,2,2,6,43,3,3,7.0,67,6.0,0.403958369,0.596041631,0,0,1
0,0.04,141.13,254.46,3,3,22,15,16,10,-5.0,95,4.0,0.863945801,0.136054199,0,0,0
0,0.04,157.82,302.82,1,2,12,23,14,0,-1.0,87,6.0,0.919735976,0.080264024,0,0,1
0,0.04,171.18,52.23,4,2,4,46,27,17,0.0,56,4.0,0.956474712,0.043525288,0,0,1
0,0.04,176.46,160.09,2,2,7,15,14,3,9.0,25,7.0,0.663943149,0.336056851,0,0,1
0,0.04,184.32,217.22,4,1,10,28,9,13,-3.0,82,7.0,0.23251868,0.76748132,0,0,0
0,0.04,185.97,248.77,4,1,10,20,10,24,4.0,30,6.0,0.01233503,0.98766497,0,0,1
