playDirection,dis,o,dir,quarter,down,yardsToGo,yardlineNumber,preSnapHomeScore,preSnapVisitorScore,passLength,absoluteYardlineNumber,defendersInTheBox,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,assist,forcedFumble,Class
0,0.0,267.14,168.2,3,2,5,12,31,3,-1.0,22,6.0,0.998811068,0.001188932,0,0,0
0,0.0,267.14,168.2,3,2,5,12,31,3,-1.0,22,6.0,0.998811068,0.001188932,0,0,0
0,0.0,267.14,168.2,3,2,5,12,31,3,-1.0,22,6.0,0.998811068,0.001188932,0,0,0
0,0.0,325.12,14.46,4,1,10,40,26,24,10.0,70,6.0,0.511066582,0.488933418,0,0,0
0,0.0,325.12,14.46,4,1,10,40,26,24,10.0,70,6.0,0.511066582,0.488933418,0,0,0
0,0.0,325.12,14.46,4,1,10,40,26,24,10.0,70,6.0,0.511066582,0.488933418,0,0,0
0,0.0,325.12,14.46,4,1,10,40,26,24,10.0,70,6.0,0.511066582,0.488933418,0,0,0
0,0.0,327.62,14.41,4,1,10,17,9,6,1.0,27,5.0,0.343419462,0.656580538,0,0,0
0,0.01,1.09,326.45,2,1,10,46,3,14,-5.0,64,6.0,0.269540422,0.730459578,0,0,0
0,0.01,1.09,326.45,2,1,10,46,3,14,-5.0,64,6.0,0.269540422,0.730459578,0,0,0
0,0.01,1.09,326.45,2,1,10,46,3,14,-5.0,64,6.0,0.269540422,0.730459578,0,0,0
0,0.01,1.09,326.45,2,1,10,46,3,14,-5.0,64,6.0,0.269540422,0.730459578,0,0,0
0,0.01,1.99,14.86,1,2,16,27,7,0,-4.0,37,6.0,0.944706186,0.055293814,0,0,0
0,0.01,1.99,14.86,1,2,16,27,7,0,-4.0,37,6.0,0.944706186,0.055293814,0,0,0
0,0.01,1.99,14.86,1,2,16,27,7,0,-4.0,37,6.0,0.944706186,0.055293814,0,0,0
0,0.01,1.99,14.86,1,2,16,27,7,0,-4.0,37,6.0,0.944706186,0.055293814,0,0,0
0,0.01,1.99,14.86,1,2,16,27,7,0,-4.0,37,6.0,0.944706186,0.055293814,0,0,0
0,0.01,216.36,132.3,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.01,216.36,132.3,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.01,216.36,132.3,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.01,222.53,195.74,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.01,222.53,195.74,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.01,228.99,172.99,1,2,6,39,0,3,-4.0,71,6.0,0.722339228,0.277660772,0,0,0
0,0.01,228.99,172.99,1,2,6,39,0,3,-4.0,71,6.0,0.722339228,0.277660772,0,0,0
0,0.01,239.38,161.13,1,2,6,39,0,3,-4.0,71,6.0,0.722339228,0.277660772,0,0,0
0,0.01,239.38,161.13,1,2,6,39,0,3,-4.0,71,6.0,0.722339228,0.277660772,0,0,0
0,0.01,239.38,161.13,1,2,6,39,0,3,-4.0,71,6.0,0.722339228,0.277660772,0,0,0
0,0.01,270.58,208.68,3,2,5,12,31,3,-1.0,22,6.0,0.998811068,0.001188932,0,0,0
0,0.01,301.39,58.5,2,2,12,12,14,10,-3.0,22,6.0,0.447710223,0.552289777,0,0,0
0,0.01,301.39,58.5,2,2,12,12,14,10,-3.0,22,6.0,0.447710223,0.552289777,0,0,0
0,0.01,302.64,0.6,2,2,12,12,14,10,-3.0,22,6.0,0.447710223,0.552289777,0,0,0
0,0.01,302.64,5.26,2,2,12,12,14,10,-3.0,22,6.0,0.447710223,0.552289777,0,0,0
0,0.01,307.14,198.1,2,1,10,24,0,3,-2.0,86,6.0,0.653477781,0.346522219,0,0,0
0,0.01,307.14,198.1,2,1,10,24,0,3,-2.0,86,6.0,0.653477781,0.346522219,0,0,0
0,0.01,307.14,219.14,2,1,10,24,0,3,-2.0,86,6.0,0.653477781,0.346522219,0,0,0
0,0.01,307.14,230.61,2,1,10,24,0,3,-2.0,86,6.0,0.653477781,0.346522219,0,0,0
0,0.01,307.77,168.77,2,1,10,24,0,3,-2.0,86,6.0,0.653477781,0.346522219,0,0,0
0,0.01,307.77,168.77,2,1,10,24,0,3,-2.0,86,6.0,0.653477781,0.346522219,0,0,0
0,0.01,307.82,332.85,2,1,10,24,0,3,-2.0,86,6.0,0.653477781,0.346522219,0,0,0
0,0.01,309.13,180.61,2,1,10,24,0,3,-2.0,86,6.0,0.653477781,0.346522219,0,0,0
0,0.01,311.34,56.52,2,1,10,24,0,3,-2.0,86,6.0,0.653477781,0.346522219,0,0,0
0,0.01,331.24,58.74,4,1,10,40,26,24,10.0,70,6.0,0.511066582,0.488933418,0,0,0
0,0.01,331.24,58.74,4,1,10,40,26,24,10.0,70,6.0,0.511066582,0.488933418,0,0,0
0,0.01,331.24,58.74,4,1,10,40,26,24,10.0,70,6.0,0.511066582,0.488933418,0,0,0
0,0.01,331.24,58.74,4,1,10,40,26,24,10.0,70,6.0,0.511066582,0.488933418,0,0,0
0,0.01,331.92,81.17,3,1,10,37,6,24,0.0,47,7.0,0.076115521,0.923884479,0,0,0
0,0.01,331.92,81.17,3,1,10,37,6,24,0.0,47,7.0,0.076115521,0.923884479,0,0,0
0,0.01,334.65,63.3,2,2,16,25,3,14,5.0,35,6.0,0.289419986,0.710580014,0,0,0
0,0.01,334.65,63.3,2,2,16,25,3,14,5.0,35,6.0,0.289419986,0.710580014,0,0,0
0,0.01,334.65,63.3,2,2,16,25,3,14,5.0,35,6.0,0.289419986,0.710580014,0,0,0
0,0.01,336.58,128.93,2,2,16,25,3,14,5.0,35,6.0,0.289419986,0.710580014,0,0,0
0,0.01,339.03,65.17,4,1,10,36,26,21,6.0,46,4.0,0.597395398,0.402604602,0,0,0
0,0.01,339.03,65.17,4,1,10,36,26,21,6.0,46,4.0,0.597395398,0.402604602,0,0,0
0,0.01,340.9,342.4,4,1,10,40,26,24,10.0,70,6.0,0.511066582,0.488933418,0,0,0
0,0.01,340.9,342.4,4,1,10,40,26,24,10.0,70,6.0,0.511066582,0.488933418,0,0,0
0,0.01,341.81,10.86,4,1,10,40,26,24,10.0,70,6.0,0.511066582,0.488933418,0,0,0
0,0.02,2.46,351.56,2,1,10,46,3,14,-5.0,64,6.0,0.269540422,0.730459578,0,0,0
0,0.02,2.46,351.56,2,1,10,46,3,14,-5.0,64,6.0,0.269540422,0.730459578,0,0,0
0,0.02,164.47,8.16,4,2,5,40,16,16,-1.0,70,6.0,0.622268796,0.377731204,0,0,0
0,0.02,164.47,8.16,4,2,5,40,16,16,-1.0,70,6.0,0.622268796,0.377731204,0,0,0
0,0.02,164.47,8.16,4,2,5,40,16,16,-1.0,70,6.0,0.622268796,0.377731204,0,0,0
0,0.02,166.56,333.28,4,2,5,40,16,16,-1.0,70,6.0,0.622268796,0.377731204,0,0,0
0,0.02,166.56,333.28,4,2,5,40,16,16,-1.0,70,6.0,0.622268796,0.377731204,0,0,0
0,0.02,166.56,333.28,4,2,5,40,16,16,-1.0,70,6.0,0.622268796,0.377731204,0,0,0
0,0.02,166.56,333.28,4,2,5,40,16,16,-1.0,70,6.0,0.622268796,0.377731204,0,0,0
0,0.02,174.06,239.25,4,1,10,46,38,3,0.0,64,6.0,0.999105257,8.94743E-4,0,0,0
0,0.02,174.06,239.25,4,1,10,46,38,3,0.0,64,6.0,0.999105257,8.94743E-4,0,0,0
0,0.02,176.76,211.79,4,1,10,34,10,24,3.0,44,6.0,0.00845659,0.99154341,0,0,0
0,0.02,176.76,211.79,4,1,10,34,10,24,3.0,44,6.0,0.00845659,0.99154341,0,0,0
0,0.02,194.21,2.03,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,195.52,305.63,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,195.52,305.63,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,195.52,305.63,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,195.52,305.63,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,195.52,305.63,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,201.24,65.46,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,209.33,116.98,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,209.33,116.98,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,209.33,116.98,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,209.33,116.98,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,216.36,22.05,4,1,15,27,38,3,0.0,83,6.0,0.999088945,9.11055E-4,0,0,0
0,0.02,216.36,22.05,4,1,15,27,38,3,0.0,83,6.0,0.999088945,9.11055E-4,0,0,0
0,0.02,216.36,22.05,4,1,15,27,38,3,0.0,83,6.0,0.999088945,9.11055E-4,0,0,0
0,0.02,227.32,239.86,1,2,6,39,0,3,-4.0,71,6.0,0.722339228,0.277660772,0,0,0
0,0.02,227.32,239.86,1,2,6,39,0,3,-4.0,71,6.0,0.722339228,0.277660772,0,0,0
0,0.02,231.19,248.67,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,231.19,248.67,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,231.19,248.67,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,231.19,248.67,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,231.19,248.67,2,3,10,42,0,3,8.0,52,4.0,0.387908619,0.612091381,0,0,0
0,0.02,231.37,160.99,1,2,6,39,0,3,-4.0,71,6.0,0.722339228,0.277660772,0,0,0
0,0.02,233.73,154.81,1,2,6,39,0,3,-4.0,71,6.0,0.722339228,0.277660772,0,0,0
0,0.02,235.74,195.91,4,1,10,46,38,3,0.0,64,6.0,0.999105257,8.94743E-4,0,0,0
0,0.02,235.74,195.91,4,1,10,46,38,3,0.0,64,6.0,0.999105257,8.94743E-4,0,0,0
0,0.02,235.89,151.37,1,2,6,39,0,3,-4.0,71,6.0,0.722339228,0.277660772,0,0,0
