playDirection,dis,o,dir,quarter,down,yardsToGo,yardlineNumber,preSnapHomeScore,preSnapVisitorScore,passLength,absoluteYardlineNumber,defendersInTheBox,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,assist,forcedFumble,Class
0,0.0,13.71,270.25,1,1,10,12,3,0,4.0,22,6.0,0.923451884,0.076548116,0,0,0
0,0.0,20.99,119.06,1,1,10,12,3,0,4.0,22,6.0,0.923451884,0.076548116,0,0,0
0,0.0,30.23,186.88,1,1,10,38,3,7,13.0,48,6.0,0.777005713,0.222994287,0,0,1
0,0.0,90.0,130.76,2,2,8,24,0,14,11.0,34,6.0,0.304673001,0.695326999,0,0,1
0,0.0,96.56,173.9,4,2,12,13,3,24,3.0,97,5.0,0.003848516,0.996151484,0,0,1
0,0.0,154.93,279.02,4,1,10,42,38,3,5.0,52,6.0,0.99909007,9.0993E-4,0,0,1
0,0.0,215.33,121.52,3,2,11,37,6,7,0.0,73,6.0,0.50731837,0.49268163,0,0,0
0,0.0,267.14,168.2,3,2,5,12,31,3,-1.0,22,6.0,0.998811068,0.001188932,0,0,0
0,0.0,297.75,281.59,2,2,21,24,10,14,-6.0,86,4.0,0.307304557,0.692695443,0,0,0
0,0.01,1.99,14.86,1,2,16,27,7,0,-4.0,37,6.0,0.944706186,0.055293814,0,0,0
0,0.01,9.62,53.77,2,1,10,39,14,7,-3.0,71,7.0,0.920219786,0.079780214,0,0,1
0,0.01,14.91,148.49,1,1,10,12,3,0,4.0,22,6.0,0.923451884,0.076548116,0,0,0
0,0.01,31.38,99.82,2,2,10,49,10,7,-7.0,61,6.0,0.480865531,0.519134469,0,0,0
0,0.01,70.24,229.73,3,2,11,37,6,7,0.0,73,6.0,0.50731837,0.49268163,0,0,0
0,0.01,90.0,193.47,2,2,8,24,0,14,11.0,34,6.0,0.304673001,0.695326999,0,0,1
0,0.01,102.08,54.59,4,1,10,15,24,10,-4.0,25,6.0,0.998063426,0.001936574,0,0,0
0,0.01,114.65,216.55,4,2,12,13,3,24,3.0,97,5.0,0.003848516,0.996151484,0,0,1
0,0.01,117.41,225.88,4,2,12,13,3,24,3.0,97,5.0,0.003848516,0.996151484,0,0,1
0,0.01,117.41,231.92,4,2,12,13,3,24,3.0,97,5.0,0.003848516,0.996151484,0,0,1
0,0.01,117.41,236.81,4,2,12,13,3,24,3.0,97,5.0,0.003848516,0.996151484,0,0,1
0,0.01,163.73,210.54,3,2,14,21,14,21,-5.0,89,6.0,0.091210349,0.908789651,0,0,1
0,0.01,188.62,201.87,2,1,10,30,10,3,6.0,80,6.0,0.732998319,0.267001681,0,0,1
0,0.01,190.84,202.58,2,1,10,30,10,3,6.0,80,6.0,0.732998319,0.267001681,0,0,1
0,0.01,196.92,97.94,4,1,10,27,27,17,-7.0,83,6.0,0.966888463,0.033111537,0,0,0
0,0.01,199.28,343.14,4,1,10,27,27,17,-7.0,83,6.0,0.966888463,0.033111537,0,0,0
0,0.01,205.89,49.57,2,2,12,19,7,10,3.0,91,5.0,0.419071395,0.580928605,0,0,1
0,0.01,213.62,27.6,3,2,11,37,6,7,0.0,73,6.0,0.50731837,0.49268163,0,0,0
0,0.01,220.29,117.71,2,2,10,30,0,3,2.0,40,6.0,0.258403519,0.741596481,0,0,1
0,0.01,220.39,147.23,3,2,11,37,6,7,0.0,73,6.0,0.50731837,0.49268163,0,0,0
0,0.01,221.24,9.23,2,3,2,21,0,7,9.0,31,7.0,0.434433408,0.565566592,0,0,1
0,0.01,247.8,10.78,2,3,23,32,3,6,-6.0,78,4.0,0.338752367,0.661247633,0,0,0
0,0.01,248.3,249.68,3,2,3,15,10,10,-5.0,25,6.0,0.311269533,0.688730467,0,0,0
0,0.01,268.03,337.8,4,2,11,27,20,20,-1.0,37,6.0,0.228372164,0.771627836,0,0,0
0,0.01,268.86,25.0,4,2,11,27,20,20,-1.0,37,6.0,0.228372164,0.771627836,0,0,0
0,0.01,270.58,208.68,3,2,5,12,31,3,-1.0,22,6.0,0.998811068,0.001188932,0,0,0
0,0.01,287.56,173.4,1,1,10,20,7,3,0.0,90,6.0,0.469318446,0.530681554,0,0,0
0,0.01,289.19,179.82,1,1,10,20,7,3,0.0,90,6.0,0.469318446,0.530681554,0,0,0
0,0.01,293.43,80.43,4,1,10,40,42,31,5.0,70,5.0,0.98025252,0.01974748,0,0,1
0,0.01,294.8,129.27,1,1,10,20,7,3,0.0,90,6.0,0.469318446,0.530681554,0,0,0
0,0.01,295.66,111.71,4,1,10,40,42,31,5.0,70,5.0,0.98025252,0.01974748,0,0,1
0,0.01,299.24,339.64,2,2,21,24,10,14,-6.0,86,4.0,0.307304557,0.692695443,0,0,0
0,0.01,299.78,60.81,4,1,10,40,42,31,5.0,70,5.0,0.98025252,0.01974748,0,0,1
0,0.01,300.89,266.88,2,1,10,38,3,24,15.0,48,6.0,0.114631839,0.885368161,0,0,0
