pca_features_str
"[259.8595485887088,122.03704700716723,-69.7789328746779,33.81098182752355,-18.925703330240644,7.5442326806597615,-2.31704985658494,-11.228618335055915,6.134939791355238,-2.936492565095775]"
"[121.50777271459816,-100.7924544714976,-102.89709733883649,15.266553250456047,6.208396729422479,2.4349719822339484,15.517063244740187,-14.980378001797392,4.113518850086742,-3.422997771655421]"
"[461.585125227395,27.142824947260294,-72.62701253924148,43.84741869385922,-7.807035478324607,1.4716604783926976,7.834239584513789,-3.2587917538280244,4.597093019801726,-2.461371093680968]"
"[154.75030416154752,138.79096696193892,-35.36646059993135,28.216345080158106,-14.210704959445696,-3.143857137866179,6.060969007571901,-6.534394765306256,3.1438862295905503,-3.3205469919317636]"
"[39.38955588228791,-30.370616189055774,-66.8957101275826,31.718670895140257,-29.197528769070182,0.9985140205258533,0.82064275741362,-11.49170868656647,5.227518834223773,-2.175397812735187]"
"[91.14108307254435,-95.99555995030657,-36.63362518274395,25.94089747728041,-12.734111851499236,-2.662773090674359,-9.250294237841533,-4.943540544392823,5.373640330552069,-2.346741436087339]"
"[324.4030896026921,111.69028976475096,-31.95299226132144,26.616614407057817,-12.584983170624003,-2.6260354158231505,-8.950328862169691,-5.217316741030683,5.310087353370505,-2.374190461959683]"
"[188.87441047723235,-62.40473648639305,-101.79250587602793,15.398704979836388,6.2832741412403275,2.42614445617111,15.582877911399653,-15.039450431633917,4.101223992258528,-3.427816571818135]"
"[294.54657583982504,29.225692315936463,-75.29900769041748,26.500932124736057,-19.056671853064195,-11.902619405420577,-8.45730237509708,-4.820361502824194,4.924196398346393,-3.3360042259502367]"
"[448.0498184775501,17.90953138842832,-72.86635501175708,43.816426642450025,-7.819849298362156,1.4720270311456656,7.819543215458864,-3.245487524040053,4.6001784283320735,-2.460276359245216]"
"[443.37828344872185,-32.2533884229677,-34.47477672238488,27.80373697634292,-13.395476696998156,-3.483033517325907,6.019622525662804,-6.4772794300562,3.1820590849774186,-3.2912714905730263]"
"[332.17545123424424,-155.69418624723033,-36.985849621261615,27.410328970356446,-13.430571396814987,-3.522501603255275,5.853074958399635,-6.324166588941444,3.2190239663394067,-3.2745761362645394]"
"[353.048734175836,-150.42202324394574,-36.71940398893307,27.431957618594247,-13.397610588070307,-3.531177048492486,5.867087245909106,-6.336352784177283,3.2169700145680027,-3.275065510675055]"
"[123.38130800073347,-55.23292140228093,-35.84866514991375,26.06946370924548,-12.731275079237252,-2.646894283062667,-9.197220581443759,-4.992507833899177,5.361732543995837,-2.352398432480417]"
"[209.55277160013722,-37.142051708606076,-101.29914065933758,15.478591376866884,6.2863900354603786,2.435524270671279,15.616066390078645,-15.070032974748775,4.093886962480611,-3.431343886358004]"
"[307.468916351606,38.76141539092264,-75.06225921297127,26.532615583764834,-19.04551610506745,-11.902388207168864,-8.442589414173284,-4.833682192783254,4.921379916181478,-3.337315520435422]"
"[220.36813896492717,-196.74467439224983,-77.57166474917936,43.12204701297696,-7.9478294412637425,1.4254075618035833,7.515243479733673,-2.967196411059993,4.6656353494047655,-2.4318020471450077]"
"[237.0637707740723,-209.18182374686435,-62.89050793656958,48.59393993090502,-22.43780175977814,0.1929079648290854,-9.633905439851016,-11.645497745099098,4.570383394499789,-1.428173963904066]"
"[251.45293959845796,-202.02714630611462,-62.66653235936543,48.619119752545195,-22.420267133089716,0.19009087263569707,-9.620853290583783,-11.65715423712916,4.568006785789212,-1.4290314290177522]"
"[422.8894950404624,-67.78752819750558,-35.89343665681423,43.15982960385872,-5.555026109574338,-11.350409216476779,9.366990782468957,-0.8848960406646946,6.388725256164209,-3.6058399409304878]"
"[228.79557677141588,206.47260348560448,-33.860581032753494,28.435953424598836,-14.165969007334663,-3.130686086397951,6.157867075739534,-6.622875298128173,3.1235667783289918,-3.3296829290857417]"
"[151.78165231991807,126.8027064222368,-35.53301387587347,28.180474861253785,-14.198849066504959,-3.152790333798971,6.04813248164839,-6.522218781388836,3.1475787749546775,-3.318980313746159]"
"[196.41748862378125,-33.06753016680169,-101.38218920477166,15.486542916783955,6.254747472625556,2.447592488116568,15.61436660852047,-15.06917701643665,4.093328807842536,-3.4322097986668876]"
"[276.47470251195364,17.695933692081887,-75.60943306339621,26.461878835739032,-19.07496204964231,-11.901435276009144,-8.476159365700779,-4.80332026158894,4.9282089185294184,-3.334714816814031]"
"[319.24366729676433,49.8120842367729,-74.81949870941628,26.5683752080991,-19.03883191438769,-11.900058203484194,-8.426907451209887,-4.848002132309489,4.918183817445683,-3.3388665648298677]"
"[348.0591582580369,-23.997959438142182,-35.322389633058876,27.798377409798103,-13.595633915397404,-3.423787105711773,5.986571259808926,-6.447431402013126,3.223541357955316,-3.307251526819341]"
