playDirection,dis,o,dir,quarter,down,yardsToGo,yardlineNumber,preSnapHomeScore,preSnapVisitorScore,passLength,absoluteYardlineNumber,defendersInTheBox,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,assist,forcedFumble,Class
0,0.47,61.98,32.46,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.5,59.42,28.63,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.5,62.56,25.85,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.53,60.69,22.85,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.55,60.69,21.85,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.54,60.69,21.82,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.53,56.57,23.59,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.51,56.57,26.0,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.49,61.49,29.65,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.46,66.26,33.2,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.43,76.53,37.81,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.39,86.09,42.95,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.35,93.94,48.39,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.3,101.33,54.33,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.26,109.48,62.1,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.21,123.1,72.61,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.18,133.48,85.14,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.15,151.71,106.25,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.13,176.25,128.98,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.13,211.94,152.47,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.14,232.09,167.83,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.16,241.13,179.27,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.17,251.5,189.84,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.19,258.6,198.99,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.19,262.94,205.6,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.2,264.21,213.33,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.21,264.21,220.85,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.22,266.61,226.14,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.22,268.45,233.7,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.22,269.36,237.7,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.22,268.25,241.39,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.2,268.25,244.0,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.21,268.25,246.73,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
0,0.17,268.83,248.38,4,3,2,26,10,31,6.0,84,6.0,0.002628938,0.997371062,0,0,1
1,0.24,235.61,235.51,1,3,4,42,0,0,1.0,52,6.0,0.301111888,0.698888112,0,0,1
1,0.31,228.47,233.0,1,3,4,42,0,0,1.0,52,6.0,0.301111888,0.698888112,0,0,1
1,0.38,223.51,230.8,1,3,4,42,0,0,1.0,52,6.0,0.301111888,0.698888112,0,0,1
1,0.42,221.68,230.49,1,3,4,42,0,0,1.0,52,6.0,0.301111888,0.698888112,0,0,1
1,0.46,218.19,230.51,1,3,4,42,0,0,1.0,52,6.0,0.301111888,0.698888112,0,0,1
1,0.47,213.38,230.89,1,3,4,42,0,0,1.0,52,6.0,0.301111888,0.698888112,0,0,1
1,0.46,210.39,231.82,1,3,4,42,0,0,1.0,52,6.0,0.301111888,0.698888112,0,0,1
1,0.43,213.22,232.58,1,3,4,42,0,0,1.0,52,6.0,0.301111888,0.698888112,0,0,1
1,0.4,230.67,234.22,1,3,4,42,0,0,1.0,52,6.0,0.301111888,0.698888112,0,0,1
1,0.36,256.54,235.59,1,3,4,42,0,0,1.0,52,6.0,0.301111888,0.698888112,0,0,1
1,0.31,289.9,237.67,1,3,4,42,0,0,1.0,52,6.0,0.301111888,0.698888112,0,0,1
1,0.26,323.02,245.06,1,3,4,42,0,0,1.0,52,6.0,0.301111888,0.698888112,0,0,1
