playDirection,dis,o,dir,quarter,down,yardsToGo,yardlineNumber,preSnapHomeScore,preSnapVisitorScore,passLength,absoluteYardlineNumber,defendersInTheBox,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,assist,forcedFumble,Class
0,0.54,139.54,172.5,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.56,140.14,173.6,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.59,143.65,175.43,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.6,143.65,176.65,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.6,141.83,177.73,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.59,140.96,178.5,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.57,142.18,178.89,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.54,142.18,179.18,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.5,140.33,178.73,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.46,140.33,177.68,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.41,140.33,176.43,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.36,140.33,174.44,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.31,137.11,171.77,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.26,132.81,166.37,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.22,128.52,159.81,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.18,124.31,150.9,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.15,121.58,139.92,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.12,116.19,127.74,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.1,113.15,115.05,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.07,106.73,103.23,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.06,102.76,90.29,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
0,0.05,101.28,75.64,1,1,10,25,0,0,5.0,85,6.0,0.413346943,0.586653057,0,0,1
1,0.47,14.52,102.45,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.47,355.07,104.35,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.46,339.07,107.04,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.44,322.84,110.23,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.41,306.11,116.17,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.39,291.92,125.32,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.37,270.3,135.84,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.35,260.54,146.95,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.36,253.22,157.94,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.38,252.17,167.96,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.4,246.75,176.51,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.43,246.12,183.08,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.45,244.93,188.74,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.48,244.93,193.25,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.5,244.26,196.94,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.51,243.63,200.97,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.52,246.29,204.17,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.53,246.87,207.13,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.53,246.87,209.45,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.53,249.64,211.9,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.52,252.5,213.96,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.51,254.68,216.17,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.5,255.88,218.9,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.49,254.61,220.69,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.47,254.61,222.88,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.46,248.97,227.17,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.45,246.21,232.43,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.45,244.45,237.2,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.44,244.45,242.29,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
1,0.42,241.98,245.5,1,2,9,43,0,7,-3.0,53,5.0,0.298802026,0.701197974,0,0,1
